,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,race/ethnicity_map,parental lvl of education_map,lunch_map,test preparation course_map,gender_map,total_score,pass/fail,percentage,grade,math_passfail,reading_passfail,writing_passfail,pass/fail_map,grade_map
229,female,group C,some college,standard,completed,88,95,94,3,2,1,2,1,277,Pass,92.33333333333333,Distinction,1,1,1,1,1
230,male,group D,some college,standard,none,76,64,66,4,2,1,1,2,206,Pass,68.66666666666667,First,1,1,1,1,2
231,male,group C,associate's degree,standard,none,46,43,42,3,4,1,1,2,131,Pass,43.666666666666664,Second,1,1,1,1,3
232,female,group B,bachelor's degree,standard,none,67,86,83,2,1,1,1,1,236,Pass,78.66666666666666,First,1,1,1,1,2
233,male,group E,some high school,standard,none,92,87,78,5,6,1,1,2,257,Pass,85.66666666666667,Distinction,1,1,1,1,1
234,male,group C,bachelor's degree,standard,completed,83,82,84,3,1,1,2,2,249,Pass,83.0,Distinction,1,1,1,1,1
235,male,group D,associate's degree,standard,none,80,75,77,4,4,1,1,2,232,Pass,77.33333333333333,First,1,1,1,1,2
236,male,group D,bachelor's degree,free/reduced,none,63,66,67,4,1,2,1,2,196,Pass,65.33333333333333,First,1,1,1,1,2
237,female,group D,some high school,standard,completed,64,60,74,4,6,1,2,1,198,Pass,66.0,First,1,1,1,1,2
238,male,group B,some college,standard,none,54,52,51,2,2,1,1,2,157,Pass,52.33333333333333,Second,1,1,1,1,3
239,male,group C,associate's degree,standard,none,84,80,80,3,4,1,1,2,244,Pass,81.33333333333333,Distinction,1,1,1,1,1
240,male,group D,high school,free/reduced,completed,73,68,66,4,5,2,2,2,207,Pass,69.0,First,1,1,1,1,2
241,female,group E,bachelor's degree,standard,none,80,83,83,5,1,1,1,1,246,Pass,82.0,Distinction,1,1,1,1,1
242,female,group D,high school,standard,none,56,52,55,4,5,1,1,1,163,Pass,54.333333333333336,Second,1,1,1,1,3
243,male,group E,some college,standard,none,59,51,43,5,2,1,1,2,153,Pass,51.0,Second,1,1,1,1,3
244,male,group D,some high school,standard,none,75,74,69,4,6,1,1,2,218,Pass,72.66666666666667,First,1,1,1,1,2
245,male,group C,associate's degree,standard,none,85,76,71,3,4,1,1,2,232,Pass,77.33333333333333,First,1,1,1,1,2
246,male,group E,associate's degree,standard,none,89,76,74,5,4,1,1,2,239,Pass,79.66666666666666,First,1,1,1,1,2
247,female,group B,high school,standard,completed,58,70,68,2,5,1,2,1,196,Pass,65.33333333333333,First,1,1,1,1,2
248,female,group B,high school,standard,none,65,64,62,2,5,1,1,1,191,Pass,63.66666666666667,First,1,1,1,1,2
249,male,group C,high school,standard,none,68,60,53,3,5,1,1,2,181,Pass,60.333333333333336,First,1,1,1,1,2
250,male,group A,some high school,standard,completed,47,49,49,1,6,1,2,2,145,Pass,48.333333333333336,Second,1,1,1,1,3
251,female,group D,some college,free/reduced,none,71,83,83,4,2,2,1,1,237,Pass,79.0,First,1,1,1,1,2
252,female,group B,some high school,standard,completed,60,70,70,2,6,1,2,1,200,Pass,66.66666666666666,First,1,1,1,1,2
253,male,group D,master's degree,standard,none,80,80,72,4,3,1,1,2,232,Pass,77.33333333333333,First,1,1,1,1,2
254,male,group D,high school,standard,none,54,52,52,4,5,1,1,2,158,Pass,52.666666666666664,Second,1,1,1,1,3
255,female,group E,some college,standard,none,62,73,70,5,2,1,1,1,205,Pass,68.33333333333333,First,1,1,1,1,2
256,female,group C,associate's degree,free/reduced,none,64,73,68,3,4,2,1,1,205,Pass,68.33333333333333,First,1,1,1,1,2
257,male,group C,associate's degree,standard,completed,78,77,77,3,4,1,2,2,232,Pass,77.33333333333333,First,1,1,1,1,2
258,female,group B,some college,standard,none,70,75,78,2,2,1,1,1,223,Pass,74.33333333333333,First,1,1,1,1,2
259,female,group C,master's degree,free/reduced,completed,65,81,81,3,3,2,2,1,227,Pass,75.66666666666667,First,1,1,1,1,2
260,female,group C,some high school,free/reduced,completed,64,79,77,3,6,2,2,1,220,Pass,73.33333333333333,First,1,1,1,1,2
261,male,group C,some college,standard,completed,79,79,78,3,2,1,2,2,236,Pass,78.66666666666666,First,1,1,1,1,2
262,female,group C,some high school,free/reduced,none,44,50,51,3,6,2,1,1,145,Pass,48.333333333333336,Second,1,1,1,1,3
263,female,group E,high school,standard,none,99,93,90,5,5,1,1,1,282,Pass,94.0,Distinction,1,1,1,1,1
264,male,group D,high school,standard,none,76,73,68,4,5,1,1,2,217,Pass,72.33333333333334,First,1,1,1,1,2
265,male,group D,some high school,free/reduced,none,59,42,41,4,6,2,1,2,142,Pass,47.333333333333336,Second,1,1,1,1,3
266,female,group C,bachelor's degree,standard,none,63,75,81,3,1,1,1,1,219,Pass,73.0,First,1,1,1,1,2
267,female,group D,high school,standard,none,69,72,77,4,5,1,1,1,218,Pass,72.66666666666667,First,1,1,1,1,2
268,female,group D,associate's degree,standard,completed,88,92,95,4,4,1,2,1,275,Pass,91.66666666666666,Distinction,1,1,1,1,1
269,female,group E,some college,free/reduced,none,71,76,70,5,2,2,1,1,217,Pass,72.33333333333334,First,1,1,1,1,2
270,male,group C,bachelor's degree,standard,none,69,63,61,3,1,1,1,2,193,Pass,64.33333333333333,First,1,1,1,1,2
271,male,group C,some college,standard,none,58,49,42,3,2,1,1,2,149,Pass,49.666666666666664,Second,1,1,1,1,3
272,female,group D,associate's degree,free/reduced,none,47,53,58,4,4,2,1,1,158,Pass,52.666666666666664,Second,1,1,1,1,3
273,female,group D,some college,standard,none,65,70,71,4,2,1,1,1,206,Pass,68.66666666666667,First,1,1,1,1,2
274,male,group B,some college,standard,completed,88,85,76,2,2,1,2,2,249,Pass,83.0,Distinction,1,1,1,1,1
275,male,group C,bachelor's degree,standard,none,83,78,73,3,1,1,1,2,234,Pass,78.0,First,1,1,1,1,2
276,female,group C,some high school,standard,completed,85,92,93,3,6,1,2,1,270,Pass,90.0,Distinction,1,1,1,1,1
277,female,group E,high school,standard,completed,59,63,75,5,5,1,2,1,197,Pass,65.66666666666666,First,1,1,1,1,2
278,female,group C,some high school,free/reduced,none,65,86,80,3,6,2,1,1,231,Pass,77.0,First,1,1,1,1,2
279,male,group B,bachelor's degree,free/reduced,none,73,56,57,2,1,2,1,2,186,Pass,62.0,First,1,1,1,1,2
280,male,group D,high school,standard,none,53,52,42,4,5,1,1,2,147,Pass,49.0,Second,1,1,1,1,3
281,male,group D,high school,standard,none,45,48,46,4,5,1,1,2,139,Pass,46.33333333333333,Second,1,1,1,1,3
282,female,group D,bachelor's degree,free/reduced,none,73,79,84,4,1,2,1,1,236,Pass,78.66666666666666,First,1,1,1,1,2
283,female,group D,some college,free/reduced,completed,70,78,78,4,2,2,2,1,226,Pass,75.33333333333333,First,1,1,1,1,2
284,female,group B,some high school,standard,none,37,46,46,2,6,1,1,1,129,Fail,43.0,Fail,0,1,1,0,0
285,male,group B,associate's degree,standard,completed,81,82,82,2,4,1,2,2,245,Pass,81.66666666666667,Distinction,1,1,1,1,1
286,male,group E,associate's degree,standard,completed,97,82,88,5,4,1,2,2,267,Pass,89.0,Distinction,1,1,1,1,1
287,female,group B,some high school,standard,none,67,89,82,2,6,1,1,1,238,Pass,79.33333333333333,First,1,1,1,1,2
288,male,group B,bachelor's degree,free/reduced,none,88,75,76,2,1,2,1,2,239,Pass,79.66666666666666,First,1,1,1,1,2
289,male,group E,some high school,standard,completed,77,76,77,5,6,1,2,2,230,Pass,76.66666666666667,First,1,1,1,1,2
290,male,group C,associate's degree,standard,none,76,70,68,3,4,1,1,2,214,Pass,71.33333333333334,First,1,1,1,1,2
291,male,group D,some high school,standard,none,86,73,70,4,6,1,1,2,229,Pass,76.33333333333333,First,1,1,1,1,2
292,male,group C,some high school,standard,completed,63,60,57,3,6,1,2,2,180,Pass,60.0,First,1,1,1,1,2
293,female,group E,bachelor's degree,standard,none,65,73,75,5,1,1,1,1,213,Pass,71.0,First,1,1,1,1,2
294,male,group D,high school,free/reduced,completed,78,77,80,4,5,2,2,2,235,Pass,78.33333333333333,First,1,1,1,1,2
295,male,group B,associate's degree,free/reduced,none,67,62,60,2,4,2,1,2,189,Pass,63.0,First,1,1,1,1,2
296,male,group A,some high school,standard,completed,46,41,43,1,6,1,2,2,130,Pass,43.333333333333336,Second,1,1,1,1,3
297,male,group E,associate's degree,standard,completed,71,74,68,5,4,1,2,2,213,Pass,71.0,First,1,1,1,1,2
298,male,group C,high school,free/reduced,completed,40,46,50,3,5,2,2,2,136,Pass,45.33333333333333,Second,1,1,1,1,3
299,male,group D,associate's degree,free/reduced,none,90,87,75,4,4,2,1,2,252,Pass,84.0,Distinction,1,1,1,1,1
300,male,group A,some college,free/reduced,completed,81,78,81,1,2,2,2,2,240,Pass,80.0,Distinction,1,1,1,1,1
301,male,group D,some high school,free/reduced,none,56,54,52,4,6,2,1,2,162,Pass,54.0,Second,1,1,1,1,3
302,female,group C,associate's degree,standard,completed,67,84,81,3,4,1,2,1,232,Pass,77.33333333333333,First,1,1,1,1,2
303,male,group B,associate's degree,standard,none,80,76,64,2,4,1,1,2,220,Pass,73.33333333333333,First,1,1,1,1,2
304,female,group C,associate's degree,standard,completed,74,75,83,3,4,1,2,1,232,Pass,77.33333333333333,First,1,1,1,1,2
305,male,group A,some college,standard,none,69,67,69,1,2,1,1,2,205,Pass,68.33333333333333,First,1,1,1,1,2
306,male,group E,some college,standard,completed,99,87,81,5,2,1,2,2,267,Pass,89.0,Distinction,1,1,1,1,1
307,male,group C,some high school,standard,none,51,52,44,3,6,1,1,2,147,Pass,49.0,Second,1,1,1,1,3
308,female,group B,associate's degree,free/reduced,none,53,71,67,2,4,2,1,1,191,Pass,63.66666666666667,First,1,1,1,1,2
309,female,group D,high school,free/reduced,none,49,57,52,4,5,2,1,1,158,Pass,52.666666666666664,Second,1,1,1,1,3
310,female,group B,associate's degree,standard,none,73,76,80,2,4,1,1,1,229,Pass,76.33333333333333,First,1,1,1,1,2
311,male,group B,bachelor's degree,standard,none,66,60,57,2,1,1,1,2,183,Pass,61.0,First,1,1,1,1,2
312,male,group D,bachelor's degree,standard,completed,67,61,68,4,1,1,2,2,196,Pass,65.33333333333333,First,1,1,1,1,2
313,female,group C,associate's degree,free/reduced,completed,68,67,69,3,4,2,2,1,204,Pass,68.0,First,1,1,1,1,2
314,female,group C,bachelor's degree,standard,completed,59,64,75,3,1,1,2,1,198,Pass,66.0,First,1,1,1,1,2
315,male,group C,high school,standard,none,71,66,65,3,5,1,1,2,202,Pass,67.33333333333333,First,1,1,1,1,2
316,female,group D,master's degree,standard,completed,77,82,91,4,3,1,2,1,250,Pass,83.33333333333334,Distinction,1,1,1,1,1
317,male,group C,associate's degree,standard,none,83,72,78,3,4,1,1,2,233,Pass,77.66666666666666,First,1,1,1,1,2
318,male,group B,bachelor's degree,standard,none,63,71,69,2,1,1,1,2,203,Pass,67.66666666666666,First,1,1,1,1,2
319,female,group D,associate's degree,free/reduced,none,56,65,63,4,4,2,1,1,184,Pass,61.33333333333333,First,1,1,1,1,2
320,female,group C,high school,free/reduced,completed,67,79,84,3,5,2,2,1,230,Pass,76.66666666666667,First,1,1,1,1,2
321,female,group E,high school,standard,none,75,86,79,5,5,1,1,1,240,Pass,80.0,Distinction,1,1,1,1,1
322,female,group C,some college,standard,none,71,81,80,3,2,1,1,1,232,Pass,77.33333333333333,First,1,1,1,1,2
323,female,group C,some high school,free/reduced,none,43,53,53,3,6,2,1,1,149,Pass,49.666666666666664,Second,1,1,1,1,3
324,female,group C,high school,free/reduced,none,41,46,43,3,5,2,1,1,130,Pass,43.333333333333336,Second,1,1,1,1,3
325,female,group C,some college,standard,none,82,90,94,3,2,1,1,1,266,Pass,88.66666666666667,Distinction,1,1,1,1,1
326,male,group C,some college,standard,none,61,61,62,3,2,1,1,2,184,Pass,61.33333333333333,First,1,1,1,1,2
327,male,group A,some college,free/reduced,none,28,23,19,1,2,2,1,2,70,Fail,23.333333333333332,Fail,0,0,0,0,0
328,male,group C,associate's degree,standard,completed,82,75,77,3,4,1,2,2,234,Pass,78.0,First,1,1,1,1,2
329,female,group B,some high school,standard,none,41,55,51,2,6,1,1,1,147,Pass,49.0,Second,1,1,1,1,3
330,male,group C,high school,standard,none,71,60,61,3,5,1,1,2,192,Pass,64.0,First,1,1,1,1,2
331,male,group C,associate's degree,standard,none,47,37,35,3,4,1,1,2,119,Fail,39.666666666666664,Fail,1,0,0,0,0
332,male,group E,associate's degree,standard,completed,62,56,53,5,4,1,2,2,171,Pass,56.99999999999999,Second,1,1,1,1,3
333,male,group B,associate's degree,standard,none,90,78,81,2,4,1,1,2,249,Pass,83.0,Distinction,1,1,1,1,1
334,female,group C,bachelor's degree,standard,none,83,93,95,3,1,1,1,1,271,Pass,90.33333333333333,Distinction,1,1,1,1,1
335,female,group B,some college,free/reduced,none,61,68,66,2,2,2,1,1,195,Pass,65.0,First,1,1,1,1,2
336,male,group D,some high school,standard,completed,76,70,69,4,6,1,2,2,215,Pass,71.66666666666667,First,1,1,1,1,2
337,male,group C,associate's degree,standard,none,49,51,43,3,4,1,1,2,143,Pass,47.66666666666667,Second,1,1,1,1,3
338,female,group B,some high school,free/reduced,none,24,38,27,2,6,2,1,1,89,Fail,29.666666666666668,Fail,0,0,0,0,0
339,female,group D,some high school,free/reduced,completed,35,55,60,4,6,2,2,1,150,Fail,50.0,Fail,0,1,1,0,0
340,male,group C,high school,free/reduced,none,58,61,52,3,5,2,1,2,171,Pass,56.99999999999999,Second,1,1,1,1,3
341,female,group C,high school,standard,none,61,73,63,3,5,1,1,1,197,Pass,65.66666666666666,First,1,1,1,1,2
342,female,group B,high school,standard,completed,69,76,74,2,5,1,2,1,219,Pass,73.0,First,1,1,1,1,2
343,male,group D,associate's degree,standard,completed,67,72,67,4,4,1,2,2,206,Pass,68.66666666666667,First,1,1,1,1,2
344,male,group D,some college,standard,none,79,73,67,4,2,1,1,2,219,Pass,73.0,First,1,1,1,1,2
345,female,group C,high school,standard,none,72,80,75,3,5,1,1,1,227,Pass,75.66666666666667,First,1,1,1,1,2
346,male,group B,some college,standard,none,62,61,57,2,2,1,1,2,180,Pass,60.0,First,1,1,1,1,2
347,female,group C,bachelor's degree,standard,completed,77,94,95,3,1,1,2,1,266,Pass,88.66666666666667,Distinction,1,1,1,1,1
348,male,group D,high school,free/reduced,none,75,74,66,4,5,2,1,2,215,Pass,71.66666666666667,First,1,1,1,1,2
349,male,group E,associate's degree,standard,none,87,74,76,5,4,1,1,2,237,Pass,79.0,First,1,1,1,1,2
350,female,group B,bachelor's degree,standard,none,52,65,69,2,1,1,1,1,186,Pass,62.0,First,1,1,1,1,2
351,male,group E,some college,standard,none,66,57,52,5,2,1,1,2,175,Pass,58.333333333333336,Second,1,1,1,1,3
352,female,group C,some college,standard,completed,63,78,80,3,2,1,2,1,221,Pass,73.66666666666667,First,1,1,1,1,2
353,female,group C,associate's degree,standard,none,46,58,57,3,4,1,1,1,161,Pass,53.666666666666664,Second,1,1,1,1,3
354,female,group C,some college,standard,none,59,71,70,3,2,1,1,1,200,Pass,66.66666666666666,First,1,1,1,1,2
355,female,group B,bachelor's degree,standard,none,61,72,70,2,1,1,1,1,203,Pass,67.66666666666666,First,1,1,1,1,2
356,male,group A,associate's degree,standard,none,63,61,61,1,4,1,1,2,185,Pass,61.66666666666667,First,1,1,1,1,2
357,female,group C,some college,free/reduced,completed,42,66,69,3,2,2,2,1,177,Pass,59.0,Second,1,1,1,1,3
358,male,group D,some college,free/reduced,none,59,62,61,4,2,2,1,2,182,Pass,60.66666666666667,First,1,1,1,1,2
359,female,group D,some college,standard,none,80,90,89,4,2,1,1,1,259,Pass,86.33333333333333,Distinction,1,1,1,1,1
360,female,group B,high school,standard,none,58,62,59,2,5,1,1,1,179,Pass,59.66666666666667,Second,1,1,1,1,3
361,male,group B,some high school,standard,completed,85,84,78,2,6,1,2,2,247,Pass,82.33333333333334,Distinction,1,1,1,1,1
362,female,group C,some college,standard,none,52,58,58,3,2,1,1,1,168,Pass,56.00000000000001,Second,1,1,1,1,3
363,female,group D,some high school,free/reduced,none,27,34,32,4,6,2,1,1,93,Fail,31.0,Fail,0,0,0,0,0
364,male,group C,some college,standard,none,59,60,58,3,2,1,1,2,177,Pass,59.0,Second,1,1,1,1,3
365,male,group A,bachelor's degree,free/reduced,completed,49,58,60,1,1,2,2,2,167,Pass,55.666666666666664,Second,1,1,1,1,3
366,male,group C,high school,standard,completed,69,58,53,3,5,1,2,2,180,Pass,60.0,First,1,1,1,1,2
367,male,group C,bachelor's degree,free/reduced,none,61,66,61,3,1,2,1,2,188,Pass,62.66666666666667,First,1,1,1,1,2
368,female,group A,some high school,free/reduced,none,44,64,58,1,6,2,1,1,166,Pass,55.333333333333336,Second,1,1,1,1,3
369,female,group D,some high school,standard,none,73,84,85,4,6,1,1,1,242,Pass,80.66666666666666,Distinction,1,1,1,1,1
370,male,group E,some college,standard,none,84,77,71,5,2,1,1,2,232,Pass,77.33333333333333,First,1,1,1,1,2
371,female,group C,some college,free/reduced,completed,45,73,70,3,2,2,2,1,188,Pass,62.66666666666667,First,1,1,1,1,2
372,male,group D,some high school,standard,none,74,74,72,4,6,1,1,2,220,Pass,73.33333333333333,First,1,1,1,1,2
373,female,group D,some college,standard,completed,82,97,96,4,2,1,2,1,275,Pass,91.66666666666666,Distinction,1,1,1,1,1
374,female,group D,bachelor's degree,standard,none,59,70,73,4,1,1,1,1,202,Pass,67.33333333333333,First,1,1,1,1,2
375,male,group E,associate's degree,free/reduced,none,46,43,41,5,4,2,1,2,130,Pass,43.333333333333336,Second,1,1,1,1,3
376,female,group D,some high school,standard,none,80,90,82,4,6,1,1,1,252,Pass,84.0,Distinction,1,1,1,1,1
377,female,group D,master's degree,free/reduced,completed,85,95,100,4,3,2,2,1,280,Pass,93.33333333333333,Distinction,1,1,1,1,1
378,female,group A,some high school,standard,none,71,83,77,1,6,1,1,1,231,Pass,77.0,First,1,1,1,1,2
379,male,group A,bachelor's degree,standard,none,66,64,62,1,1,1,1,2,192,Pass,64.0,First,1,1,1,1,2
380,female,group B,associate's degree,standard,none,80,86,83,2,4,1,1,1,249,Pass,83.0,Distinction,1,1,1,1,1
381,male,group C,associate's degree,standard,completed,87,100,95,3,4,1,2,2,282,Pass,94.0,Distinction,1,1,1,1,1
382,male,group C,master's degree,free/reduced,none,79,81,71,3,3,2,1,2,231,Pass,77.0,First,1,1,1,1,2
383,female,group E,some high school,free/reduced,none,38,49,45,5,6,2,1,1,132,Fail,44.0,Fail,0,1,1,0,0
384,female,group A,some high school,free/reduced,none,38,43,43,1,6,2,1,1,124,Fail,41.333333333333336,Fail,0,1,1,0,0
385,female,group E,some college,standard,none,67,76,75,5,2,1,1,1,218,Pass,72.66666666666667,First,1,1,1,1,2
386,female,group E,bachelor's degree,standard,none,64,73,70,5,1,1,1,1,207,Pass,69.0,First,1,1,1,1,2
387,female,group C,associate's degree,free/reduced,none,57,78,67,3,4,2,1,1,202,Pass,67.33333333333333,First,1,1,1,1,2
388,female,group D,high school,standard,none,62,64,64,4,5,1,1,1,190,Pass,63.33333333333333,First,1,1,1,1,2
389,male,group D,master's degree,standard,none,73,70,75,4,3,1,1,2,218,Pass,72.66666666666667,First,1,1,1,1,2
390,male,group E,some high school,free/reduced,completed,73,67,59,5,6,2,2,2,199,Pass,66.33333333333333,First,1,1,1,1,2
391,female,group D,some college,standard,none,77,68,77,4,2,1,1,1,222,Pass,74.0,First,1,1,1,1,2
392,male,group E,some college,standard,none,76,67,67,5,2,1,1,2,210,Pass,70.0,First,1,1,1,1,2
393,male,group C,associate's degree,standard,completed,57,54,56,3,4,1,2,2,167,Pass,55.666666666666664,Second,1,1,1,1,3
394,female,group C,some high school,standard,completed,65,74,77,3,6,1,2,1,216,Pass,72.0,First,1,1,1,1,2
395,male,group A,high school,free/reduced,none,48,45,41,1,5,2,1,2,134,Pass,44.666666666666664,Second,1,1,1,1,3
396,female,group B,high school,free/reduced,none,50,67,63,2,5,2,1,1,180,Pass,60.0,First,1,1,1,1,2
397,female,group C,associate's degree,standard,none,85,89,95,3,4,1,1,1,269,Pass,89.66666666666666,Distinction,1,1,1,1,1
398,male,group B,some high school,standard,none,74,63,57,2,6,1,1,2,194,Pass,64.66666666666666,First,1,1,1,1,2
399,male,group D,some high school,standard,none,60,59,54,4,6,1,1,2,173,Pass,57.666666666666664,Second,1,1,1,1,3
400,female,group C,some high school,standard,completed,59,54,67,3,6,1,2,1,180,Pass,60.0,First,1,1,1,1,2
401,male,group A,some college,standard,none,53,43,43,1,2,1,1,2,139,Pass,46.33333333333333,Second,1,1,1,1,3
402,female,group A,some college,free/reduced,none,49,65,55,1,2,2,1,1,169,Pass,56.333333333333336,Second,1,1,1,1,3
403,female,group D,high school,standard,completed,88,99,100,4,5,1,2,1,287,Pass,95.66666666666667,Distinction,1,1,1,1,1
404,female,group C,high school,standard,none,54,59,62,3,5,1,1,1,175,Pass,58.333333333333336,Second,1,1,1,1,3
405,female,group C,some high school,standard,none,63,73,68,3,6,1,1,1,204,Pass,68.0,First,1,1,1,1,2
406,male,group B,associate's degree,standard,completed,65,65,63,2,4,1,2,2,193,Pass,64.33333333333333,First,1,1,1,1,2
407,female,group B,associate's degree,standard,none,82,80,77,2,4,1,1,1,239,Pass,79.66666666666666,First,1,1,1,1,2
408,female,group D,high school,free/reduced,completed,52,57,56,4,5,2,2,1,165,Pass,55.00000000000001,Second,1,1,1,1,3
409,male,group D,associate's degree,standard,completed,87,84,85,4,4,1,2,2,256,Pass,85.33333333333334,Distinction,1,1,1,1,1
410,female,group D,master's degree,standard,completed,70,71,74,4,3,1,2,1,215,Pass,71.66666666666667,First,1,1,1,1,2
411,male,group E,some college,standard,completed,84,83,78,5,2,1,2,2,245,Pass,81.66666666666667,Distinction,1,1,1,1,1
412,male,group D,associate's degree,standard,none,71,66,60,4,4,1,1,2,197,Pass,65.66666666666666,First,1,1,1,1,2
413,male,group B,some high school,standard,completed,63,67,67,2,6,1,2,2,197,Pass,65.66666666666666,First,1,1,1,1,2
414,female,group C,bachelor's degree,free/reduced,completed,51,72,79,3,1,2,2,1,202,Pass,67.33333333333333,First,1,1,1,1,2
415,male,group E,high school,standard,none,84,73,69,5,5,1,1,2,226,Pass,75.33333333333333,First,1,1,1,1,2
416,male,group C,bachelor's degree,standard,completed,71,74,68,3,1,1,2,2,213,Pass,71.0,First,1,1,1,1,2
417,male,group C,associate's degree,standard,none,74,73,67,3,4,1,1,2,214,Pass,71.33333333333334,First,1,1,1,1,2
418,male,group D,some college,standard,none,68,59,62,4,2,1,1,2,189,Pass,63.0,First,1,1,1,1,2
419,male,group E,high school,free/reduced,completed,57,56,54,5,5,2,2,2,167,Pass,55.666666666666664,Second,1,1,1,1,3
420,female,group C,associate's degree,free/reduced,completed,82,93,93,3,4,2,2,1,268,Pass,89.33333333333333,Distinction,1,1,1,1,1
421,female,group D,high school,standard,completed,57,58,64,4,5,1,2,1,179,Pass,59.66666666666667,Second,1,1,1,1,3
422,female,group D,master's degree,free/reduced,completed,47,58,67,4,3,2,2,1,172,Pass,57.333333333333336,Second,1,1,1,1,3
423,female,group A,some high school,standard,completed,59,85,80,1,6,1,2,1,224,Pass,74.66666666666667,First,1,1,1,1,2
424,male,group B,some college,free/reduced,none,41,39,34,2,2,2,1,2,114,Fail,38.0,Fail,1,0,0,0,0
425,female,group C,some college,free/reduced,none,62,67,62,3,2,2,1,1,191,Pass,63.66666666666667,First,1,1,1,1,2
426,male,group C,bachelor's degree,standard,none,86,83,86,3,1,1,1,2,255,Pass,85.0,Distinction,1,1,1,1,1
427,male,group C,some high school,free/reduced,none,69,71,65,3,6,2,1,2,205,Pass,68.33333333333333,First,1,1,1,1,2
428,male,group A,some high school,free/reduced,none,65,59,53,1,6,2,1,2,177,Pass,59.0,Second,1,1,1,1,3
429,male,group C,some high school,free/reduced,none,68,63,54,3,6,2,1,2,185,Pass,61.66666666666667,First,1,1,1,1,2
430,male,group C,associate's degree,free/reduced,none,64,66,59,3,4,2,1,2,189,Pass,63.0,First,1,1,1,1,2
431,female,group C,high school,standard,none,61,72,70,3,5,1,1,1,203,Pass,67.66666666666666,First,1,1,1,1,2
432,male,group C,high school,standard,none,61,56,55,3,5,1,1,2,172,Pass,57.333333333333336,Second,1,1,1,1,3
433,female,group A,some high school,free/reduced,none,47,59,50,1,6,2,1,1,156,Pass,52.0,Second,1,1,1,1,3
434,male,group C,some high school,standard,none,73,66,66,3,6,1,1,2,205,Pass,68.33333333333333,First,1,1,1,1,2
435,male,group C,some college,free/reduced,completed,50,48,53,3,2,2,2,2,151,Pass,50.33333333333333,Second,1,1,1,1,3
436,male,group D,associate's degree,standard,none,75,68,64,4,4,1,1,2,207,Pass,69.0,First,1,1,1,1,2
437,male,group D,associate's degree,free/reduced,none,75,66,73,4,4,2,1,2,214,Pass,71.33333333333334,First,1,1,1,1,2
438,male,group C,high school,standard,none,70,56,51,3,5,1,1,2,177,Pass,59.0,Second,1,1,1,1,3
439,male,group D,some high school,standard,completed,89,88,82,4,6,1,2,2,259,Pass,86.33333333333333,Distinction,1,1,1,1,1
440,female,group C,some college,standard,completed,67,81,79,3,2,1,2,1,227,Pass,75.66666666666667,First,1,1,1,1,2
441,female,group D,high school,standard,none,78,81,80,4,5,1,1,1,239,Pass,79.66666666666666,First,1,1,1,1,2
442,female,group A,some high school,free/reduced,none,59,73,69,1,6,2,1,1,201,Pass,67.0,First,1,1,1,1,2
443,female,group B,associate's degree,standard,none,73,83,76,2,4,1,1,1,232,Pass,77.33333333333333,First,1,1,1,1,2
444,male,group A,some high school,free/reduced,none,79,82,73,1,6,2,1,2,234,Pass,78.0,First,1,1,1,1,2
445,female,group C,some high school,standard,completed,67,74,77,3,6,1,2,1,218,Pass,72.66666666666667,First,1,1,1,1,2
446,male,group D,some college,free/reduced,none,69,66,60,4,2,2,1,2,195,Pass,65.0,First,1,1,1,1,2
447,male,group C,high school,standard,completed,86,81,80,3,5,1,2,2,247,Pass,82.33333333333334,Distinction,1,1,1,1,1
448,male,group B,high school,standard,none,47,46,42,2,5,1,1,2,135,Pass,45.0,Second,1,1,1,1,3
449,male,group B,associate's degree,standard,none,81,73,72,2,4,1,1,2,226,Pass,75.33333333333333,First,1,1,1,1,2
450,female,group C,some college,free/reduced,completed,64,85,85,3,2,2,2,1,234,Pass,78.0,First,1,1,1,1,2
451,female,group E,some college,standard,none,100,92,97,5,2,1,1,1,289,Pass,96.33333333333334,Distinction,1,1,1,1,1
452,female,group C,associate's degree,free/reduced,none,65,77,74,3,4,2,1,1,216,Pass,72.0,First,1,1,1,1,2
453,male,group C,some college,free/reduced,none,65,58,49,3,2,2,1,2,172,Pass,57.333333333333336,Second,1,1,1,1,3
454,female,group C,associate's degree,free/reduced,none,53,61,62,3,4,2,1,1,176,Pass,58.666666666666664,Second,1,1,1,1,3
455,male,group C,bachelor's degree,free/reduced,none,37,56,47,3,1,2,1,2,140,Fail,46.666666666666664,Fail,0,1,1,0,0
456,female,group D,bachelor's degree,standard,none,79,89,89,4,1,1,1,1,257,Pass,85.66666666666667,Distinction,1,1,1,1,1
457,male,group D,associate's degree,free/reduced,none,53,54,48,4,4,2,1,2,155,Pass,51.66666666666667,Second,1,1,1,1,3
458,female,group E,bachelor's degree,standard,none,100,100,100,5,1,1,1,1,300,Pass,100.0,Distinction,1,1,1,1,1
459,male,group B,high school,standard,completed,72,65,68,2,5,1,2,2,205,Pass,68.33333333333333,First,1,1,1,1,2
460,male,group C,bachelor's degree,free/reduced,none,53,58,55,3,1,2,1,2,166,Pass,55.333333333333336,Second,1,1,1,1,3
461,male,group B,some college,free/reduced,none,54,54,45,2,2,2,1,2,153,Pass,51.0,Second,1,1,1,1,3
